GeneID	HGNC	gnomADexomeOver15	SPARKOver15	gnomADgenomeOver15	TopMedOver15
ENSG00000117139	KDM5B	0.94773656380126	0.961063265306119	0.996630533022052	0.999263656977865
ENSG00000117139	KDM5B	0.94773656380126	0.961063265306119	0.996630533022052	0.999263656977865
ENSG00000117139	KDM5B	0.94773656380126	0.961063265306119	0.996630533022052	0.999263656977865
ENSG00000197102	DYNC1H1	0.994486833462015	0.999811207804056	0.996663584478206	0.999212085058813
ENSG00000197102	DYNC1H1	0.994486833462015	0.999811207804056	0.996663584478206	0.999212085058813
ENSG00000197102	DYNC1H1	0.994486833462015	0.999811207804056	0.996663584478206	0.999212085058813
ENSG00000151150	ANK3	0.972750150305978	0.992881642790324	0.996679344751261	0.999445324310807
ENSG00000151150	ANK3	0.972750150305978	0.992881642790324	0.996679344751261	0.999445324310807
ENSG00000151150	ANK3	0.972750150305978	0.992881642790324	0.996679344751261	0.999445324310807
ENSG00000171862	PTEN	0.976785602893901	0.952214951768488	0.993939781985534	0.996503215434057
ENSG00000171862	PTEN	0.976785602893901	0.952214951768488	0.993939781985534	0.996503215434057
ENSG00000171862	PTEN	0.976785602893901	0.952214951768488	0.993939781985534	0.996503215434057
ENSG00000170471	RALGAPB	0.977032978723395	0.932099196699961	0.996457776063815	0.999335649153212
ENSG00000170471	RALGAPB	0.977032978723395	0.932099196699961	0.996457776063815	0.999335649153212
ENSG00000170471	RALGAPB	0.977032978723395	0.932099196699961	0.996457776063815	0.999335649153212
ENSG00000142599	RERE	0.818187437487023	0.968031142442472	0.976199243629687	0.97938876218115
ENSG00000142599	RERE	0.818187437487023	0.968031142442472	0.976199243629687	0.97938876218115
ENSG00000142599	RERE	0.818187437487023	0.968031142442472	0.976199243629687	0.97938876218115
ENSG00000146830	GIGYF1	0.909630084375004	0.999896906250002	0.996578909043748	0.996050624999934
ENSG00000146830	GIGYF1	0.909630084375004	0.999896906250002	0.996578909043748	0.996050624999934
ENSG00000146830	GIGYF1	0.909630084375004	0.999896906250002	0.996578909043748	0.996050624999934
ENSG00000079432	CIC	0.598494370028549	0.635936557185507	0.995913014860448	0.995939893547754
ENSG00000079432	CIC	0.598494370028549	0.635936557185507	0.995913014860448	0.995939893547754
ENSG00000079432	CIC	0.598494370028549	0.635936557185507	0.995913014860448	0.995939893547754
ENSG00000115306	SPTBN1	0.988017521194951	0.99929981160005	0.997566507663839	0.999428609877441
ENSG00000115306	SPTBN1	0.988017521194951	0.99929981160005	0.997566507663839	0.999428609877441
ENSG00000115306	SPTBN1	0.988017521194951	0.99929981160005	0.997566507663839	0.999428609877441
ENSG00000141431	ASXL3	0.951723665145046	0.988529759976454	0.991896015778824	0.995762332498819
ENSG00000141431	ASXL3	0.951723665145046	0.988529759976454	0.991896015778824	0.995762332498819
ENSG00000141431	ASXL3	0.951723665145046	0.988529759976454	0.991896015778824	0.995762332498819
ENSG00000198216	CACNA1E	0.909868778741546	0.960221065675316	0.977548173929489	0.980665565193339
ENSG00000198216	CACNA1E	0.909868778741546	0.960221065675316	0.977548173929489	0.980665565193339
ENSG00000198216	CACNA1E	0.909868778741546	0.960221065675316	0.977548173929489	0.980665565193339
ENSG00000133026	MYH10	0.968711466988711	0.975223977455722	0.995071958235103	0.997647342995076
ENSG00000133026	MYH10	0.968711466988711	0.975223977455722	0.995071958235103	0.997647342995076
ENSG00000133026	MYH10	0.968711466988711	0.975223977455722	0.995071958235103	0.997647342995076
ENSG00000251322	SHANK3	0.611680667413868	0.970803890329747	0.955119210228242	0.966015561318946
ENSG00000251322	SHANK3	0.611680667413868	0.970803890329747	0.955119210228242	0.966015561318946
ENSG00000251322	SHANK3	0.611680667413868	0.970803890329747	0.955119210228242	0.966015561318946
ENSG00000049618	ARID1B	0.814976664877638	0.997717370153113	0.98769545586633	0.98694190871359
ENSG00000049618	ARID1B	0.814976664877638	0.997717370153113	0.98769545586633	0.98694190871359
ENSG00000049618	ARID1B	0.814976664877638	0.997717370153113	0.98769545586633	0.98694190871359
ENSG00000204406	MBD5	0.943285167175546	0.990618320610713	0.995722512631671	0.998811641221285
ENSG00000204406	MBD5	0.943285167175546	0.990618320610713	0.995722512631671	0.998811641221285
ENSG00000204406	MBD5	0.943285167175546	0.990618320610713	0.995722512631671	0.998811641221285
ENSG00000188994	ZNF292	0.916184959359455	0.992994698532073	0.996427829497722	0.998544583282549
ENSG00000188994	ZNF292	0.916184959359455	0.992994698532073	0.996427829497722	0.998544583282549
ENSG00000188994	ZNF292	0.916184959359455	0.992994698532073	0.996427829497722	0.998544583282549
ENSG00000081479	LRP2	0.996458615416914	0.995097549225026	0.99608708733905	0.99937250384044
ENSG00000081479	LRP2	0.996458615416914	0.995097549225026	0.99608708733905	0.99937250384044
ENSG00000081479	LRP2	0.996458615416914	0.995097549225026	0.99608708733905	0.99937250384044
ENSG00000151623	NR3C2	0.989391786071292	0.997728757080971	0.99180045163678	0.997298567144245
ENSG00000151623	NR3C2	0.989391786071292	0.997728757080971	0.99180045163678	0.997298567144245
ENSG00000151623	NR3C2	0.989391786071292	0.997728757080971	0.99180045163678	0.997298567144245
ENSG00000171735	CAMTA1	0.938245009182871	0.974338399550243	0.996315103764994	0.997976761619091
ENSG00000171735	CAMTA1	0.938245009182871	0.974338399550243	0.996315103764994	0.997976761619091
ENSG00000171735	CAMTA1	0.938245009182871	0.974338399550243	0.996315103764994	0.997976761619091
ENSG00000168137	SETD5	0.934927788891325	0.991155698163302	0.996654902038054	0.999566939588336
ENSG00000168137	SETD5	0.934927788891325	0.991155698163302	0.996654902038054	0.999566939588336
ENSG00000168137	SETD5	0.934927788891325	0.991155698163302	0.996654902038054	0.999566939588336
ENSG00000158321	AUTS2	0.884794825296634	0.976795319148952	0.985676515439299	0.987609511889807
ENSG00000158321	AUTS2	0.884794825296634	0.976795319148952	0.985676515439299	0.987609511889807
ENSG00000158321	AUTS2	0.884794825296634	0.976795319148952	0.985676515439299	0.987609511889807
ENSG00000072518	MARK2	0.935146816468662	0.998268742318697	0.996126578385906	0.997844735763967
ENSG00000072518	MARK2	0.935146816468662	0.998268742318697	0.996126578385906	0.997844735763967
ENSG00000072518	MARK2	0.935146816468662	0.998268742318697	0.996126578385906	0.997844735763967
ENSG00000135387	CAPRIN1	0.980280495049512	0.984263771377113	0.995798631026105	0.998900990098946
ENSG00000135387	CAPRIN1	0.980280495049512	0.984263771377113	0.995798631026105	0.998900990098946
ENSG00000135387	CAPRIN1	0.980280495049512	0.984263771377113	0.995798631026105	0.998900990098946
ENSG00000165699	TSC1	0.994422630714424	0.982719737202306	0.994311717810009	0.99864440186141
ENSG00000165699	TSC1	0.994422630714424	0.982719737202306	0.994311717810009	0.99864440186141
ENSG00000165699	TSC1	0.994422630714424	0.982719737202306	0.994311717810009	0.99864440186141
ENSG00000108001	EBF3	0.886872652620213	0.999159481361421	0.994694568298213	0.998180443003751
ENSG00000108001	EBF3	0.886872652620213	0.999159481361421	0.994694568298213	0.998180443003751
ENSG00000108001	EBF3	0.886872652620213	0.999159481361421	0.994694568298213	0.998180443003751
ENSG00000100888	CHD8	0.89930397899793	0.985685134109305	0.99518309102859	0.998976973684131
ENSG00000100888	CHD8	0.89930397899793	0.985685134109305	0.99518309102859	0.998976973684131
ENSG00000100888	CHD8	0.89930397899793	0.985685134109305	0.99518309102859	0.998976973684131
ENSG00000160551	TAOK1	0.953932131732646	0.99260626216742	0.995801408887078	0.999151524983697
ENSG00000160551	TAOK1	0.953932131732646	0.99260626216742	0.995801408887078	0.999151524983697
ENSG00000160551	TAOK1	0.953932131732646	0.99260626216742	0.995801408887078	0.999151524983697
ENSG00000119669	IRF2BPL	0.69837864031786	0.999456168966945	0.985611091911332	0.984141363446256
ENSG00000119669	IRF2BPL	0.69837864031786	0.999456168966945	0.985611091911332	0.984141363446256
ENSG00000119669	IRF2BPL	0.69837864031786	0.999456168966945	0.985611091911332	0.984141363446256
ENSG00000114861	FOXP1	0.985222721033498	0.988689099717379	0.995208991735967	0.999086798546566
ENSG00000114861	FOXP1	0.985222721033498	0.988689099717379	0.995208991735967	0.999086798546566
ENSG00000114861	FOXP1	0.985222721033498	0.988689099717379	0.995208991735967	0.999086798546566
ENSG00000152217	SETBP1	0.931904278577105	0.997617266187061	0.990193782676659	0.995505395683352
ENSG00000152217	SETBP1	0.931904278577105	0.997617266187061	0.990193782676659	0.995505395683352
ENSG00000152217	SETBP1	0.931904278577105	0.997617266187061	0.990193782676659	0.995505395683352
ENSG00000144285	SCN1A	0.99356092791907	0.98329944553162	0.993124398847027	0.996713470319525
ENSG00000144285	SCN1A	0.99356092791907	0.98329944553162	0.993124398847027	0.996713470319525
ENSG00000144285	SCN1A	0.99356092791907	0.98329944553162	0.993124398847027	0.996713470319525
ENSG00000146872	TLK2	0.947803103020274	0.949326851468753	0.995461123843601	0.998671907323097
ENSG00000146872	TLK2	0.947803103020274	0.949326851468753	0.995461123843601	0.998671907323097
ENSG00000146872	TLK2	0.947803103020274	0.949326851468753	0.995461123843601	0.998671907323097
ENSG00000134138	MEIS2	0.980809657401417	0.995013445378151	0.994826662553335	0.998380736910117
ENSG00000134138	MEIS2	0.980809657401417	0.995013445378151	0.994826662553335	0.998380736910117
ENSG00000134138	MEIS2	0.980809657401417	0.995013445378151	0.994826662553335	0.998380736910117
ENSG00000080298	RFX3	0.978713269765586	0.970244894715915	0.995737820333738	0.99805562177191
ENSG00000080298	RFX3	0.978713269765586	0.970244894715915	0.995737820333738	0.99805562177191
ENSG00000080298	RFX3	0.978713269765586	0.970244894715915	0.995737820333738	0.99805562177191
ENSG00000130940	CASZ1	0.848976715326366	0.997775773964964	0.994386330337541	0.99605352480404
ENSG00000130940	CASZ1	0.848976715326366	0.997775773964964	0.994386330337541	0.99605352480404
ENSG00000130940	CASZ1	0.848976715326366	0.997775773964964	0.994386330337541	0.99605352480404
ENSG00000162105	SHANK2	0.838292332977105	0.813445156912666	0.944126437703124	0.946088719253487
ENSG00000162105	SHANK2	0.838292332977105	0.813445156912666	0.944126437703124	0.946088719253487
ENSG00000162105	SHANK2	0.838292332977105	0.813445156912666	0.944126437703124	0.946088719253487
ENSG00000135316	SYNCRIP	0.953443916155417	0.9954996932515	0.996372517653377	0.999579754601196
ENSG00000135316	SYNCRIP	0.953443916155417	0.9954996932515	0.996372517653377	0.999579754601196
ENSG00000135316	SYNCRIP	0.953443916155417	0.9954996932515	0.996372517653377	0.999579754601196
ENSG00000157103	SLC6A1	0.979338768817201	0.980494139784928	0.996257496166666	0.998614516128982
ENSG00000157103	SLC6A1	0.979338768817201	0.980494139784928	0.996257496166666	0.998614516128982
